"identifikator","nazev","ico","n_osoba_v_cele","osoba_type","osoba_jmeno","pravni_forma","nazev_pravni_formy"
"00637441","Obec Morašice","00637441",1,"osoba","ADÉLA ŠOTKOVSKÁ","právní-forma/801","Obec"
"00285129","Obec Moravany","00285129",1,"osoba","MIROSLAV MORAVANSKÝ","právní-forma/801","Obec"
"00292079","Obec Moravské Málkovice","00292079",1,"osoba","LUKÁŠ DOUPOVEC","právní-forma/801","Obec"
"00283380","Obec Morkůvky","00283380",1,"osoba","BRIGITA PETRÁŠOVÁ","právní-forma/801","Obec"
"00282154","Obec Moutnice","00282154",1,"osoba","ANTONÍN VYMAZAL","právní-forma/801","Obec"
"00285153","Obec Násedlovice","00285153",1,"osoba","VOJTĚCH KOPEČEK","právní-forma/801","Obec"
"00488445","Obec Nechvalín","00488445",1,"osoba","JAROMÍR BRANČÍK","právní-forma/801","Obec"
"00365297","Obec Nelepeč-Žernůvka","00365297",1,"osoba","TOMÁŠ DVOŘÁČEK","právní-forma/801","Obec"
"00637467","Obec Němčičky","00637467",1,"osoba","JAROMÍR FOUSEK","právní-forma/801","Obec"
"00488852","Obec Nenkovice","00488852",1,"osoba","PETR ZÁLEŠÁK","právní-forma/801","Obec"
"00637505","Obec Nesvačilka","00637505",1,"osoba","JAKUB MEJTSKÝ","právní-forma/801","Obec"
"00842699","Obec Níhov","00842699",1,"osoba","JAN DVOŘÁČEK","právní-forma/801","Obec"
"00283410","Obec Nikolčice","00283410",1,"osoba","KAREL RAINET","právní-forma/801","Obec"
"00637530","Obec Nová Ves","00637530",1,"osoba","LADISLAV HORÁK","právní-forma/801","Obec"
"00283444","Obec Novosedly","00283444",1,"osoba","JAN MONDEK","právní-forma/801","Obec"
"00637033","Obec Šafov","00637033",1,"osoba","RADKA VALÁŠKOVÁ","právní-forma/801","Obec"
"00283614","Obec Šakvice","00283614",1,"osoba","DRAHOMÍRA DIRGASOVÁ","právní-forma/801","Obec"
"00293571","Obec Šanov","00293571",1,"osoba","PETR ŠKAREK","právní-forma/801","Obec"
"00281069","Obec Šebetov","00281069",1,"osoba","ZDENĚK ČÍŽEK","právní-forma/801","Obec"
"00283576","Obec Sedlec","00283576",1,"osoba","MARIAN PÁNEK","právní-forma/801","Obec"
"00378593","Obec Senorady","00378593",1,"osoba","DANA PRUŠKOVÁ","právní-forma/801","Obec"
"00282545","Obec Sentice","00282545",1,"osoba","ALEŠ JŮZA","právní-forma/801","Obec"
"00375276","Obec Šerkovice","00375276",1,"osoba","KVĚTOSLAV TESAŘ","právní-forma/801","Obec"
"00488305","Obec Silůvky","00488305",1,"osoba","ZDENĚK PRAX","právní-forma/801","Obec"
"00293474","Obec Skalice","00293474",1,"osoba","RUDOLF KŘEPELA","právní-forma/801","Obec"
"00636819","Obec Skalka","00636819",1,"osoba","LENKA KŮŘILOVÁ","právní-forma/801","Obec"
"00532177","Obec Skrchov","00532177",1,"osoba","MIROSLAV KUBIŠ","právní-forma/801","Obec"
"00637009","Obec Slatina","00637009",1,"osoba","LEONA PLÍŠKOVÁ","právní-forma/801","Obec"
"00637017","Obec Slup","00637017",1,"osoba","JIŘÍ SLEZÁK","právní-forma/801","Obec"
"00241628","Městská část Praha-Řeporyje","00241628",1,"osoba","PAVEL NOVOTNÝ","právní-forma/811","Městská část, městský obvod"
"00241717","Městská část Praha-Šeberov","00241717",1,"osoba","PETRA VENTUROVÁ","právní-forma/811","Městská část, městský obvod"
"00241661","Městská část Praha-Slivenec","00241661",1,"osoba","JANA PLAMÍNKOVÁ","právní-forma/811","Městská část, městský obvod"
"00231371","Městská část Praha-Štěrboholy","00231371",1,"osoba","FRANTIŠEK ŠEVÍT","právní-forma/811","Městská část, městský obvod"
"00231185","Městská část Praha-Velká Chuchle","00231185",1,"osoba","JAN KŘEN","právní-forma/811","Městská část, městský obvod"
"00240982","Městská část Praha-Vinoř","00240982",1,"osoba","MICHAL BISKUP","právní-forma/811","Městská část, městský obvod"
"00252387","Město Chýnov","00252387",1,"osoba","ONDŘEJ JAROŠ","právní-forma/801","Obec"
"00246506","Město Deštná","00246506",1,"osoba","DAVID ŠAŠEK","právní-forma/801","Obec"
"00250449","Město Husinec","00250449",1,"osoba","LUDMILA PÁNKOVÁ","právní-forma/801","Obec"
"00252654","Město Planá nad Lužnicí","00252654",1,"osoba","JIŘÍ RANGL","právní-forma/801","Obec"
"00245381","Město Rudolfov","00245381",1,"osoba","VÍT KAVALÍR","právní-forma/801","Obec"
"00251755","Město Sedlice","00251755",1,"osoba","VLADIMÍR KLÍMA","právní-forma/801","Obec"
"00246174","Město Velešín","00246174",1,"osoba","PETR VÁGNER","právní-forma/801","Obec"
"00246816","Městys Chlum u Třeboně","00246816",1,"osoba","JITKA BEDNÁŘOVÁ","právní-forma/801","Obec"
"00250406","Městys Dub","00250406",1,"osoba","VÁCLAV NOVÁK","právní-forma/801","Obec"
"00245861","Městys Frymburk","00245861",1,"osoba","OTO ŘEZÁČ","právní-forma/801","Obec"
"00245950","Městys Křemže","00245950",1,"osoba","JOSEF TROUP","právní-forma/801","Obec"
"00252522","Městys Malšice","00252522",1,"osoba","MILOSLAVA ŠEBKOVÁ","právní-forma/801","Obec"
"00250091","Městys Sepekov","00250091",1,"osoba","MICHAL KOUTNÍK","právní-forma/801","Obec"
"00245500","Městys Ševětín","00245500",1,"osoba","ROMANA HAJSKÁ","právní-forma/801","Obec"
"00250694","Městys Strážný","00250694",1,"osoba","JIŘINA KRALIKOVÁ","právní-forma/801","Obec"
"00581160","Obec Adamov","00581160",1,"osoba","PETR SCHICKER","právní-forma/801","Obec"
"00249521","Obec Albrechtice nad Vltavou","00249521",1,"osoba","MIROSLAV UŠATÝ","právní-forma/801","Obec"
"00512524","Obec Bečice","00512524",1,"osoba","VLADIMÍR LEŠTINA","právní-forma/801","Obec"
"00250953","Město Bělčice","00250953",1,"osoba","PAVEL VEJŠICKÝ","právní-forma/801","Obec"
"00582506","Obec Běleč","00582506",1,"osoba","STANISLAV ŠMEJKAL","právní-forma/801","Obec"
"00496979","Obec Rozhovice","00496979",1,"osoba","BARBORA HROMÁDKO","právní-forma/801","Obec"
"00277291","Obec Rozstání","00277291",1,"osoba","RADKA KAŠTÁNKOVÁ","právní-forma/801","Obec"
"00581020","Obec Rybník","00581020",1,"osoba","JIŘÍ HRDLIČKA","právní-forma/801","Obec"
"00853976","Obec Sázava","00853976",1,"osoba","JIŘÍ MALÁTEK","právní-forma/801","Obec"
"00277347","Obec Sedliště","00277347",1,"osoba","PAVEL NOVÁK","právní-forma/801","Obec"
"00274224","Obec Semín","00274224",1,"osoba","JAROSLAV TRUBAČ","právní-forma/801","Obec"
"00279510","Obec Slatina","00279510",1,"osoba","VĚRA KADRMASOVÁ","právní-forma/801","Obec"
"00274259","Obec Slepotice","00274259",1,"osoba","VÍTĚZSLAV FELCMAN","právní-forma/801","Obec"
"00580953","Obec Sobkovice","00580953",1,"osoba","JOSEF FALTUS","právní-forma/801","Obec"
"00580660","Obec Sovolusky","00580660",1,"osoba","LENKA ŠPORKOVÁ","právní-forma/801","Obec"
"00190900","Obec Spojil","00190900",1,"osoba","RADKA MINISTROVÁ","právní-forma/801","Obec"
"00279544","Obec Sruby","00279544",1,"osoba","JITKA SOUKENKOVÁ","právní-forma/801","Obec"
"00274313","Obec Staré Jesenčany","00274313",1,"osoba","JIŘÍ KOUTSKÝ","právní-forma/801","Obec"
"00270962","Obec Stradouň","00270962",1,"osoba","ZDENĚK BAČINA","právní-forma/801","Obec"
"00274364","Obec Strašov","00274364",1,"osoba","PETR KOPÁČ","právní-forma/801","Obec"
"00279561","Obec Studené","00279561",1,"osoba","MARIE ČERNOHOUSOVÁ","právní-forma/801","Obec"
"00277479","Obec Študlov","00277479",1,"osoba","STANISLAVA OCHRANOVÁ","právní-forma/801","Obec"
"00279579","Obec Sudislav nad Orlicí","00279579",1,"osoba","IVO DOLEŽAL","právní-forma/801","Obec"
"00580481","Obec Svinčany","00580481",1,"osoba","ANTONÍN KRATOCHVÍL","právní-forma/801","Obec"
"00274381","Obec Svojšice","00274381",1,"osoba","SIMONA KOTAŠKOVÁ","právní-forma/801","Obec"
"00279633","Obec Těchonín","00279633",1,"osoba","JOSEF SEDLÁČEK","právní-forma/801","Obec"
"00242551","Obec Křepenice","00242551",1,"osoba","BLANKA GROŠOVÁ","právní-forma/801","Obec"
"00236187","Obec Křesetice","00236187",1,"osoba","ROMAN VLASÁK","právní-forma/801","Obec"
"00238155","Obec Krnsko","00238155",1,"osoba","IVAN GRASEV","právní-forma/801","Obec"
"00243931","Obec Kroučová","00243931",1,"osoba","VÁCLAV HAJNÝ","právní-forma/801","Obec"
"00243957","Obec Krupá","00243957",1,"osoba","PAVEL LEDVINKA","právní-forma/801","Obec"
"00235512","Obec Krupá","00235512",1,"osoba","MARTIN MOKROŠ","právní-forma/801","Obec"
"00876232","Obec Krychnov","00876232",1,"osoba","PETR HEVERLE","právní-forma/801","Obec"
"00234575","Obec Kvílice","00234575",1,"osoba","LENKA ZAMRAZILOVÁ","právní-forma/801","Obec"
"00243990","Obec Lašovice","00243990",1,"osoba","ADÉLA JIRÁSKOVÁ","právní-forma/801","Obec"
"00242608","Obec Láz","00242608",1,"osoba","ANTONÍN KROPÁČ","právní-forma/801","Obec"
"00662879","Obec Lazsko","00662879",1,"osoba","FRANTIŠEK BÁRTÍK","právní-forma/801","Obec"
"00232122","Obec Lešany","00232122",1,"osoba","FRANTIŠEK LUDVÍK","právní-forma/801","Obec"
"00662887","Obec Lhota u Příbramě","00662887",1,"osoba","EVA DRMLOVÁ","právní-forma/801","Obec"
"00241415","Obec Libeř","00241415",1,"osoba","JAROSLAV HRUBÝ","právní-forma/801","Obec"
"00239381","Obec Libice nad Cidlinou","00239381",1,"osoba","IVETA MYŠKOVÁ","právní-forma/801","Obec"
"00235547","Obec Libodřice","00235547",1,"osoba","JIŘÍ BAŠKO","právní-forma/801","Obec"
"00233498","Obec Libomyšl","00233498",1,"osoba","VÁCLAV ČERVENKA","právní-forma/801","Obec"
"00234648","Obec Lidice","00234648",1,"osoba","VERONIKA KELLEROVÁ","právní-forma/801","Obec"
"00473715","Obec Lipec","00473715",1,"osoba","JOSEF HAVRDA","právní-forma/801","Obec"
"00245798","Městys Besednice","00245798",1,"osoba","ALENA KOUKOLOVÁ","právní-forma/801","Obec"
"00476838","Obec Bezdědovice","00476838",1,"osoba","JIŘÍ BLÁHA","právní-forma/801","Obec"
"00246298","Obec Blažejov","00246298",1,"osoba","PETR TÓTH","právní-forma/801","Obec"
"00582972","Obec Bohunice","00582972",1,"osoba","RENATA SMETANOVÁ","právní-forma/801","Obec"
"00512931","Obec Bořetín","00512931",1,"osoba","MAREK ŘÍHA","právní-forma/801","Obec"
"00250341","Obec Borová Lada","00250341",1,"osoba","JANA HRAZÁNKOVÁ","právní-forma/801","Obec"
"00581186","Obec Borovnice","00581186",1,"osoba","MIROSLAV TROUP","právní-forma/801","Obec"
"00581194","Obec Bošilec","00581194",1,"osoba","FRANTIŠEK DRS","právní-forma/801","Obec"
"00511706","Obec Boudy","00511706",1,"osoba","JOSEF ČIŠECKÝ","právní-forma/801","Obec"
"00249556","Obec Božetice","00249556",1,"osoba","FRANTIŠEK HOREK","právní-forma/801","Obec"
"00283151","Obec Hlohovec","00283151",1,"osoba","JAROSLAV HAJDA","právní-forma/801","Obec"
"00637734","Obec Hluboké Dvory","00637734",1,"osoba","TOMÁŠ URBAN","právní-forma/801","Obec"
"00600351","Obec Hnanice","00600351",1,"osoba","MARTIN DVOŘÁK","právní-forma/801","Obec"
"00291773","Obec Hodějice","00291773",1,"osoba","BLAHOSLAVA SUCHÁNKOVÁ","právní-forma/801","Obec"
"00292788","Obec Hodonice","00292788",1,"osoba","PAVEL HOUŠŤ","právní-forma/801","Obec"
"00637271","Obec Hodonín","00637271",1,"osoba","VÍT HOŘÍNEK","právní-forma/801","Obec"
"00488143","Obec Holasice","00488143",1,"osoba","LENKA UNGROVÁ","právní-forma/801","Obec"
"00600369","Obec Horní Břečkov","00600369",1,"osoba","STANISLAV DOLEŽAL","právní-forma/801","Obec"
"00292800","Obec Horní Dubňany","00292800",1,"osoba","MICHAL ZBIROVSKÝ","právní-forma/801","Obec"
"00599395","Obec Horní Loučky","00599395",1,"osoba","BARBORA DUFKOVÁ","právní-forma/801","Obec"
"00280232","Obec Horní Poříčí","00280232",1,"osoba","ONDŘEJ BOHÁČ","právní-forma/801","Obec"
"00532126","Obec Horní Smržov","00532126",1,"osoba","DANA PRUDILOVÁ","právní-forma/801","Obec"
"00283177","Obec Horní Věstonice","00283177",1,"osoba","BLANKA HLAVÁČOVÁ","právní-forma/801","Obec"
"00292834","Obec Hostěradice","00292834",1,"osoba","MARTIN VANČURA","právní-forma/801","Obec"
"00600385","Obec Hrabětice","00600385",1,"osoba","FRANTIŠEK TREGER","právní-forma/801","Obec"
"00362875","Obec Hradčany","00362875",1,"osoba","LUDMILA ŠPAČKOVÁ","právní-forma/801","Obec"
"00292869","Obec Hrádek","00292869",1,"osoba","ROBERT ŠTURALA","právní-forma/801","Obec"
"00280283","Městys Jedovnice","00280283",1,"osoba","IRENA ŽIŽKOVÁ","právní-forma/801","Obec"
"00280330","Městys Knínice","00280330",1,"osoba","PETR GRÉNAR","právní-forma/801","Obec"
"00280577","Městys Lomnice","00280577",1,"osoba","MARIE BRÁZDOVÁ","právní-forma/801","Obec"
"00293148","Městys Mikulovice","00293148",1,"osoba","KAREL KŘÍŽ","právní-forma/801","Obec"
"00283363","Městys Moravská Nová Ves","00283363",1,"osoba","ZUZANA JANDÁKOVÁ","právní-forma/801","Obec"
"00294845","Městys Nedvědice","00294845",1,"osoba","PETR KONEČNÝ","právní-forma/801","Obec"
"00636886","Městys Olbramkostel","00636886",1,"osoba","JOSEF VESELÝ","právní-forma/801","Obec"
"00637475","Městys Oleksovice","00637475",1,"osoba","ZDENĚK KOUKAL","právní-forma/801","Obec"
"00282693","Obec Těšany","00282693",1,"osoba","MILAN STROUHAL","právní-forma/801","Obec"
"00368784","Obec Topolany","00368784",1,"osoba","RENATA PAVLINCOVÁ","právní-forma/801","Obec"
"00365726","Obec Trboušany","00365726",1,"osoba","JAROMÍR KUBANT","právní-forma/801","Obec"
"00637637","Městys Troskotovice","00637637",1,"osoba","DENISA HALUZOVÁ","právní-forma/801","Obec"
"00293679","Obec Trstěnice","00293679",1,"osoba","JANA SMEJKALOVÁ","právní-forma/801","Obec"
"00373583","Obec Tučapy","00373583",1,"osoba","LUKÁŠ MARIŠLER","právní-forma/801","Obec"
"00283649","Obec Týnec","00283649",1,"osoba","ELIŠKA PETRLOVÁ","právní-forma/801","Obec"
"00368661","Obec Uhřice","00368661",1,"osoba","JAROMÍR HANDL","právní-forma/801","Obec"
"00281131","Obec Uhřice","00281131",1,"osoba","LADISLAV KOUTNÝ","právní-forma/801","Obec"
"47884665","Obec Újezd u Boskovic","47884665",1,"osoba","MIROSLAV ODEHNAL","právní-forma/801","Obec"
"00293725","Obec Únanov","00293725",1,"osoba","JINDŘICH BULÍN","právní-forma/801","Obec"
"00366005","Obec Úsuší","00366005",1,"osoba","MAREK VRTĚL","právní-forma/801","Obec"
"00235369","Obec Doubravčice","00235369",1,"osoba","JAROSLAV PRKNO","právní-forma/801","Obec"
"00509388","Obec Doubravička","00509388",1,"osoba","VLADIMÍR ŠÁLEK","právní-forma/801","Obec"
"00233200","Obec Drahelčice","00233200",1,"osoba","PETRA ĎURANOVÁ","právní-forma/801","Obec"
"00242128","Obec Drahlín","00242128",1,"osoba","ZDENĚK ČERNOHORSKÝ","právní-forma/801","Obec"
"00665096","Obec Drahobudice","00665096",1,"osoba","LADISLAV BARTÁK","právní-forma/801","Obec"
"00240176","Obec Dřevčice","00240176",1,"osoba","LUBOŠ HOLEČEK","právní-forma/801","Obec"
"00242152","Obec Drevníky","00242152",1,"osoba","RADEK SKALICKÝ","právní-forma/801","Obec"
"00242161","Obec Drhovy","00242161",1,"osoba","HELENA ŠIMKOVÁ","právní-forma/801","Obec"
"00236802","Obec Dřínov","00236802",1,"osoba","JITKA BOCKOVÁ","právní-forma/801","Obec"
"00270814","Obec Raná","00270814",1,"osoba","LEOŠ NETOLICKÝ","právní-forma/801","Obec"
"00274208","Obec Řečany nad Labem","00274208",1,"osoba","MICHAELA MATOUŠKOVÁ","právní-forma/801","Obec"
"00580937","Obec Řetůvka","00580937",1,"osoba","JINDŘICH SRŠEŇ","právní-forma/801","Obec"
"00579629","Obec Řídký","00579629",1,"osoba","JAN ŠAFRÁNEK","právní-forma/801","Obec"
"00508993","Obec Lipník","00508993",1,"osoba","INGRID PODROUŽKOVÁ","právní-forma/801","Obec"
"00473367","Obec Litichovice","00473367",1,"osoba","KLÁRA ZÁRUBOVÁ","právní-forma/801","Obec"
"00232165","Obec Loket","00232165",1,"osoba","VLADIMÍR VACEK","právní-forma/801","Obec"
"00238244","Obec Loukovec","00238244",1,"osoba","MILAN HANZL","právní-forma/801","Obec"
"00508527","Obec Lštění","00508527",1,"osoba","LINDA PROCHÁZKOVÁ","právní-forma/801","Obec"
"00509736","Obec Lužce","00509736",1,"osoba","LUDVÍK HNÁTEK","právní-forma/801","Obec"
"00243604","Obec Zalužany","00243604",0,NA,NA,"právní-forma/801","Obec"
"00234052","Obec Záluží","00234052",1,"osoba","MIRIAM CARVÁNOVÁ","právní-forma/801","Obec"
"00237361","Obec Záryby","00237361",1,"osoba","MILAN ŠŤASTNÝ","právní-forma/801","Obec"
"00244627","Obec Zbečno","00244627",1,"osoba","JIŘÍ TĚHAN","právní-forma/801","Obec"
"00640221","Obec Zbuzany","00640221",1,"osoba","HELENA BULÍNOVÁ","právní-forma/801","Obec"
"00236659","Obec Zbýšov","00236659",1,"osoba","VIKTOR HUSÁK","právní-forma/801","Obec"
"00238945","Obec Žďár","00238945",1,"osoba","JAN SÜSSER","právní-forma/801","Obec"
"00508926","Obec Zdětín","00508926",1,"osoba","MIROSLAV MATUNA","právní-forma/801","Obec"
"00239992","Obec Žehuň","00239992",1,"osoba","PETR KRAUSE","právní-forma/801","Obec"
"00875121","Obec Železná","00875121",1,"osoba","VÁCLAV VALENTA","právní-forma/801","Obec"
"00240001","Obec Žitovlice","00240001",1,"osoba","TOMÁŠ ANTOŠ","právní-forma/801","Obec"
"00235962","Obec Žiželice","00235962",1,"osoba","MIROSLAV ŠTĚRBA","právní-forma/801","Obec"
"00235211","Obec Žižice","00235211",1,"osoba","VRATISLAV RUBEŠ","právní-forma/801","Obec"
"00663972","Obec Drnek","00663972",1,"osoba","PETR INDRA","právní-forma/801","Obec"
"00640204","Obec Drobovice","00640204",1,"osoba","MARTINA HAMSOVÁ","právní-forma/801","Obec"
"00234320","Obec Družec","00234320",1,"osoba","ZDENĚK KOFENT","právní-forma/801","Obec"
"00662801","Obec Dubenec","00662801",1,"osoba","JAKUB SIROTEK","právní-forma/801","Obec"
"00239071","Obec Dvory","00239071",1,"osoba","ALEŠ BŘETENÁŘ","právní-forma/801","Obec"
"00239089","Obec Dymokury","00239089",1,"osoba","RADKA SEDLÁČKOVÁ","právní-forma/801","Obec"
"00233226","Obec Felbabka","00233226",1,"osoba","LIBOR ŠTORKÁN","právní-forma/801","Obec"
"00662828","OBEC HÁJE","00662828",1,"osoba","DAVID LUKŠAN","právní-forma/801","Obec"
"00233234","Obec Hlásná Třebaň","00233234",1,"osoba","TOMÁŠ SNOPEK","právní-forma/801","Obec"
"00640336","Obec Hlízov","00640336",1,"osoba","ANTONÍN ŠKARKA","právní-forma/801","Obec"
"00663948","Obec Hobšovice","00663948",1,"osoba","JITKA JEŘÁBKOVÁ","právní-forma/801","Obec"
"00241211","Obec Holubice","00241211",1,"osoba","EVA JEŽKOVÁ","právní-forma/801","Obec"
"00662844","Obec Horčápsko","00662844",1,"osoba","IVAN MATOUŠEK","právní-forma/801","Obec"
"00234371","Obec Hořešovice","00234371",1,"osoba","TOMÁŠ PERLÍK","právní-forma/801","Obec"
"00640441","Obec Hořešovičky","00640441",1,"osoba","MILENA BEČVÁŘOVÁ","právní-forma/801","Obec"
"00236071","Obec Horka II","00236071",1,"osoba","SIMONA VACÍKOVÁ","právní-forma/801","Obec"
"00234362","Obec Horní Bezděkov","00234362",1,"osoba","PETR BOHÁČEK","právní-forma/801","Obec"
"00241229","Obec Horoměřice","00241229",1,"osoba","LUBOŠ LANGER","právní-forma/801","Obec"
"00240206","Obec Horoušany","00240206",1,"osoba","TAŤÁNA KMENTOVÁ","právní-forma/801","Obec"
"00243728","Obec Hořovičky","00243728",1,"osoba","ANDREA MENDÍKOVÁ","právní-forma/801","Obec"
"00510556","Obec Hostín","00510556",1,"osoba","JAN ŠPYTKO","právní-forma/801","Obec"
"00662291","Obec Hostín u Vojkovic","00662291",1,"osoba","KATEŘINA BERANOVÁ","právní-forma/801","Obec"
"00274038","Obec Ostřetín","00274038",1,"osoba","MILOŠ VLASÁK","právní-forma/801","Obec"
"00401269","Obec Oucmanice","00401269",1,"osoba","JOSEF PAVLÍČEK","právní-forma/801","Obec"
"00279331","Obec Pastviny","00279331",1,"osoba","LADISLAV ŠKŮREK","právní-forma/801","Obec"
"00270661","Obec Perálec","00270661",1,"osoba","VENDULA DRAHOŠOVÁ","právní-forma/801","Obec"
"00279358","Obec Písečná","00279358",1,"osoba","ŠÁRKA ŠIMKOVÁ FILIPOVÁ","právní-forma/801","Obec"
"00580627","Obec Plch","00580627",1,"osoba","MARTIN PŮLPÁN","právní-forma/801","Obec"
"00274062","Obec Poběžovice u Holic","00274062",1,"osoba","DAVID FRODL","právní-forma/801","Obec"
